start_transition_sequence,end_transition_sequence,requested_horizon_s,actual_horizon_s,step_count,action_change_count,collision_step_count,planar_position_error_cm,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s
73,91,0.5,0.504,19,1,0,8.677947107571526e-07,8.142365024443876e-07,3.5400919615430137e-07,1.0835354653515594e-06
73,110,1.0,1.0060000000000002,38,2,0,2.0212094976355617e-06,7.085685580448869e-07,8.244564509197672e-06,1.848115198299638e-05
73,125,1.5,1.525,53,3,0,2.8199092975509903e-06,1.398254887163838e-05,1.0164152283315985e-06,6.992991001197879e-05
74,92,0.5,0.5070000000000001,19,2,0,9.390065460842498e-07,8.905839806892159e-07,2.927234951081801e-08,9.655542363873337e-06
74,111,1.0,1.0060000000000002,38,2,0,2.103799129088524e-06,4.969956102104241e-07,8.583261395560161e-06,1.4377963495348922e-05
74,125,1.5,1.5,52,3,0,2.8384133361455595e-06,1.398254887163838e-05,1.0163961958923846e-06,6.992979507458585e-05
75,93,0.5,0.512,19,2,0,1.0071523589396476e-06,1.3791420169503182e-06,2.1229914976625771e-07,4.439212673901238e-06
75,112,1.0,1.0080000000000005,38,2,0,2.2248039442066767e-06,3.598369251968433e-07,8.709229222941207e-06,6.28493218357562e-06
75,126,1.5,1.5240000000000005,52,3,0,2.1678860533827455e-06,1.477070321698193e-05,9.69014098803e-07,5.433981164060242e-05
76,94,0.5,0.5099999999999998,19,2,0,1.0966908558503717e-06,1.6786652318456615e-06,2.2622807093825903e-07,1.3423088773834024e-07
76,113,1.0,1.0090000000000003,38,2,0,2.3548167805375857e-06,2.545455730127958e-07,8.670162088122228e-06,6.466231639024045e-08
76,127,1.5,1.5759999999999996,52,3,0,1.3183877799498405e-06,1.3991011229563819e-05,4.46627867022711e-06,4.773621242293302e-05
77,95,0.5,0.5110000000000001,19,1,0,1.1548768308361873e-06,8.031074849575977e-07,8.962548647989673e-09,1.1149780505093076e-05
77,114,1.0,1.0130000000000003,38,1,0,2.512482986815211e-06,1.7284739563549345e-07,8.664481413905636e-06,1.7993928906889778e-06
77,127,1.5,1.5509999999999997,51,2,0,1.3653811532516698e-06,1.3991011229563819e-05,4.466288898890965e-06,4.773616012698767e-05
78,96,0.5,0.5110000000000001,19,1,0,1.1051574693954117e-06,7.786885009382524e-07,3.784787299850473e-07,1.6100923573958426e-05
78,115,1.0,1.0120000000000005,38,1,0,2.5161230926437622e-06,1.155977445943752e-07,8.635470785878446e-06,9.173268509243826e-07
78,127,1.5,1.5259999999999998,50,2,0,1.318722866690308e-06,1.3991011229563819e-05,4.466302511665002e-06,4.7736091033812045e-05
79,97,0.5,0.5109999999999997,19,1,0,1.3884195779975718e-06,1.6736674969483546e-06,9.67995659749558e-07,2.5065812906177598e-05
79,116,1.0,1.0139999999999998,38,1,0,2.759156684012148e-06,7.625226438648528e-08,8.47564175558104e-06,4.231886357786152e-06
79,127,1.5,1.4999999999999996,49,2,0,1.5649843831828382e-06,1.3991011229563819e-05,4.466326531213957e-06,4.7735970213125256e-05
80,98,0.5,0.512,19,1,0,1.3359839822308924e-06,4.099669161513654e-07,1.6175763723404467e-06,2.714957139460239e-05
80,117,1.0,1.0180000000000002,38,1,0,2.838812636972741e-06,4.9800207235646775e-08,8.253968646057636e-06,6.762850297548084e-06
80,129,1.5,1.5189999999999997,50,2,0,1.3329470625085933e-06,1.3848371111180505e-05,6.275355832827476e-06,5.677356182332005e-05
81,99,0.5,0.5100000000000002,19,1,0,9.887430754470621e-07,2.0930328025824413e-06,2.2914185595970387e-06,2.8585591536511856e-05
81,118,1.0,1.0150000000000006,38,1,0,2.7154720863108063e-06,3.289511629812749e-08,8.057087146054242e-06,7.907141664986739e-06
81,130,1.5,1.5170000000000003,50,2,0,1.0878605849836214e-06,1.535349900905203e-05,7.487792691843225e-06,4.965305029713818e-05
82,100,0.5,0.5140000000000002,19,1,0,1.074948018059945e-06,5.125011227119439e-06,2.7653930113375913e-06,2.070238249984868e-05
82,119,1.0,1.0230000000000001,38,1,0,2.904268819756846e-06,1.8306309768337655e-08,7.79927507301824e-06,6.624723710046965e-06
82,131,1.5,1.5230000000000001,50,2,0,1.4708885357749852e-06,1.6431200478450656e-05,8.763678232643991e-06,4.80901794901456e-05
83,101,0.5,0.512,19,1,0,8.332121507384359e-07,1.5500551571833215e-06,3.4143297252165772e-06,2.7423620053923514e-05
83,120,1.0,1.0270000000000001,38,1,0,3.0170451734114813e-06,1.2305492287642773e-08,7.594388320437102e-06,4.724983668324967e-06
83,132,1.5,1.5579999999999998,50,2,0,1.8882143159977793e-06,8.838998041937906e-06,9.754108303783595e-06,1.6692322006406357e-05
84,102,0.5,0.5099999999999998,19,1,0,7.195237287460922e-07,2.743200255591891e-06,4.060793774108444e-06,2.7388206973455453e-05
84,120,1.0,1.0,37,1,0,2.968177748641048e-06,1.2305492264599485e-08,7.593613842649947e-06,4.721550212138936e-06
84,132,1.5,1.5309999999999997,49,2,0,1.8091077901906439e-06,8.838998041937906e-06,9.754180158874959e-06,1.669199455989201e-05
85,103,0.5,0.5070000000000001,19,1,0,6.957324083327882e-07,2.609064816976094e-07,4.80952794811627e-06,3.0898216380137455e-05
85,121,1.0,1.0389999999999997,37,1,0,3.4646132101805956e-06,0.0,6.937191578828168e-06,8.189805626557245e-06
85,132,1.5,1.5019999999999998,48,2,0,1.776286468435503e-06,8.838998041937906e-06,9.754258654964497e-06,1.6691637640064982e-05
86,104,0.5,0.5069999999999997,19,1,0,8.011183578970251e-07,1.7379630443563763e-06,5.306204130506736e-06,2.117180372351868e-05
86,121,1.0,1.0119999999999996,36,1,0,3.459746014718241e-06,0.0,6.936193088213688e-06,8.185833056728598e-06
86,133,1.5,1.5030000000000001,48,2,0,2.0655099826924934e-06,6.68801058623104e-06,9.958378155978718e-06,9.66484161324388e-06
87,105,0.5,0.5019999999999998,19,1,0,1.0741549530393102e-06,1.6413160820381738e-06,5.656052117915748e-06,2.5552503672088278e-05
87,122,1.0,1.0029999999999997,36,2,0,3.610403138349701e-06,1.1309889202949524e-06,7.034401492334795e-06,9.050907351593196e-06
87,134,1.5,1.4999999999999996,48,2,0,2.2348775210322513e-06,4.862510223802021e-06,1.0108562014260179e-05,6.823317676207807e-06
88,106,0.5,0.5019999999999998,19,1,0,1.2625453721432973e-06,1.8627499909664202e-06,6.376366738178388e-06,2.861698661149603e-05
88,123,1.0,1.0580000000000003,36,2,0,3.4757364650550017e-06,6.9803743798502996e-06,5.6199000505178625e-06,5.892205467716849e-05
88,135,1.5,1.5029999999999997,48,2,0,2.5610770552672755e-06,3.751204758373372e-06,1.0290583962791774e-05,8.814071563278958e-06
89,107,0.5,0.5,19,1,0,1.3239122070110894e-06,1.4031139070835417e-06,6.92000024821942e-06,2.3234089837842475e-05
89,123,1.0,1.0320000000000005,35,2,0,3.4756682599494322e-06,6.9803743798503e-06,5.619011785206423e-06,5.8916840089295874e-05
89,137,1.5,1.5180000000000002,49,2,0,3.0750327536436425e-06,2.1351618499927945e-06,1.0207176893269576e-05,2.474040186939419e-06
90,108,0.5,0.5,19,1,0,1.474012904952861e-06,1.166013428370644e-06,7.29361321298614e-06,1.638770937972822e-05
90,123,1.0,1.0040000000000004,34,2,0,3.475645823668432e-06,6.9803743798502996e-06,5.617296423011179e-06,5.890678039577324e-05
90,138,1.5,1.5220000000000002,49,2,0,3.3334483131350615e-06,1.48767929886185e-06,1.0220931087489597e-05,2.7790614325340357e-06
91,110,0.5,0.528,20,1,0,1.8055333319514702e-06,7.085685387973989e-07,8.189796324471493e-06,1.869795907794014e-05
91,125,1.0,1.0469999999999997,35,2,0,2.6695574022603793e-06,1.3982548871638377e-05,1.0099174314506807e-06,6.989357257225493e-05
91,139,1.5,1.5270000000000001,49,2,0,3.3828108350139227e-06,8.171811600734008e-07,1.0166470678678833e-05,1.5729511346762592e-06
92,110,0.5,0.5020000000000002,19,0,0,1.8055261101797215e-06,7.085685399303683e-07,8.180903442693247e-06,1.87249971475012e-05
92,125,1.0,1.021,34,1,0,2.6695525304676755e-06,1.3982548871638379e-05,1.0086750304587886e-06,6.988665705875974e-05
92,139,1.5,1.5010000000000003,48,1,0,3.382806990422418e-06,8.171811600734008e-07,1.0166630876857029e-05,1.5736442762204206e-06
93,112,0.5,0.5260000000000002,20,0,0,1.7910885331220984e-06,3.5112384613946653e-07,9.016497878052032e-06,5.350194513198403e-06
93,126,1.0,1.0420000000000003,34,1,0,1.7264305310992125e-06,1.4770700907718039e-05,9.28171858249641e-07,5.455871831827608e-05
93,141,1.5,1.5239999999999996,49,1,0,3.979214994386973e-06,3.650438884530277e-07,9.808313810219966e-06,6.618591633866799e-06
94,113,0.5,0.5230000000000006,20,0,0,1.677076598847452e-06,2.415015964701433e-07,8.874091213855435e-06,5.856898894762708e-07
94,126,1.0,1.0120000000000005,33,1,0,1.5075962496858725e-06,1.4770697710275728e-05,9.398814138093545e-07,5.449600081419703e-05
94,142,1.5,1.521,49,1,0,4.302468467167261e-06,2.4052729942465986e-07,9.503064400220872e-06,1.0527530101001048e-05
95,114,0.5,0.5280000000000005,20,0,0,1.766552624125253e-06,1.6409578099703013e-07,8.719842708468814e-06,1.6002215375010564e-06
95,127,1.0,1.0659999999999998,33,1,0,2.6136066269758253e-07,1.3991009453206979e-05,4.460305206868759e-06,4.7765426046453285e-05
95,143,1.5,1.5259999999999998,49,1,0,4.5097851340576305e-06,1.5282134316430816e-07,9.176302837911606e-06,1.0308491798838304e-05
96,114,0.5,0.5020000000000002,19,0,0,1.9106046421781735e-06,1.6265724471537211e-07,8.27070869412374e-06,2.967374484796892e-06
96,127,1.0,1.0399999999999996,32,1,0,4.053486059167391e-07,1.3991009147673603e-05,4.5128250702128305e-06,4.7509374951459904e-05
96,143,1.5,1.4999999999999996,48,1,0,4.365792785067703e-06,1.5282134316430816e-07,9.183972529248238e-06,1.0341115594059147e-05
97,115,0.5,0.5010000000000003,19,0,0,1.8104880012772179e-06,1.076737992262213e-07,7.960557387805136e-06,1.1392755752126504e-06
97,127,1.0,1.0149999999999997,31,1,0,2.7339631720287644e-07,1.399100877819138e-05,4.551997952113858e-06,4.731848935080052e-05
97,144,1.5,1.505,48,2,0,4.653425931461837e-06,3.351282457889396e-07,8.856122810126912e-06,2.979271016556595e-07
98,116,0.5,0.5030000000000001,19,0,0,2.1100172208217324e-06,7.124521112492938e-08,7.3227583148652626e-06,6.615632912598812e-07
98,128,1.0,1.0099999999999998,31,1,0,8.465296810296147e-08,1.2176802897556727e-05,5.461352376646088e-06,5.349970132328963e-05
98,145,1.5,1.505,48,2,0,4.670634867711477e-06,5.331582785026401e-06,9.572876684923686e-06,3.304215709931668e-05
99,117,0.5,0.5060000000000002,19,0,0,2.0939130411248084e-06,4.611393956724085e-08,6.856415871249475e-06,2.3560922954857233e-06
99,129,1.0,1.0069999999999997,31,1,0,4.963786254930142e-07,1.384836959061905e-05,6.4493798822237515e-06,5.593584847929378e-05
99,146,1.5,1.5089999999999995,48,2,0,4.959583684420522e-06,1.3127683119827192e-06,1.0133123122621312e-05,3.138591137030744e-05
100,118,0.5,0.5050000000000003,19,0,0,1.983810705227907e-06,2.99650083733455e-08,6.415945000856896e-06,2.6759814346632993e-06
100,130,1.0,1.0070000000000001,31,1,0,1.0538756502093024e-06,1.535349780112938e-05,7.685175472708856e-06,4.8710389137340826e-05
100,147,1.5,1.5109999999999997,48,2,0,5.120428055846887e-06,2.622543599066901e-06,1.0746460091506177e-05,3.001551726811158e-05
101,119,0.5,0.5089999999999999,19,0,0,1.846697459519159e-06,1.576293607627765e-08,6.3140187827575335e-06,1.7761044972530726e-06
101,131,1.0,1.009,31,1,0,1.963811429513885e-06,1.6431199370003988e-05,8.936792694290244e-06,4.727166583506914e-05
101,148,1.5,1.5150000000000001,48,2,0,5.619147732056134e-06,2.4033811050329484e-06,1.206079650285084e-05,5.5435848764773255e-05
102,120,0.5,0.5150000000000001,19,0,0,2.2563997390663063e-06,1.131093130191756e-08,5.731913715844955e-06,1.3638528528758798e-06
102,132,1.0,1.0459999999999998,31,1,0,2.449557129591317e-06,8.838997786142522e-06,9.942131551888114e-06,1.5844401957565424e-05
102,149,1.5,1.5150000000000001,48,2,0,5.635388643477019e-06,7.3082035235513455e-06,1.3622083138549934e-05,6.404285676353538e-05
103,121,0.5,0.5579999999999998,19,0,0,2.6408910685023682e-06,0.0,5.142276637446798e-06,2.183418242651669e-06
103,132,1.0,1.021,30,1,0,2.582429260663902e-06,8.838997672455682e-06,9.97735571154101e-06,1.5685894879879925e-05
103,150,1.5,1.5190000000000001,48,2,0,5.8730692258530064e-06,2.5799057464328588e-06,1.545819840005292e-05,7.114200707292184e-05
104,121,0.5,0.5319999999999996,18,0,0,2.7421233995703706e-06,0.0,4.676461962352633e-06,7.315240537764112e-07
104,133,1.0,1.0230000000000001,30,1,0,2.780245338949812e-06,6.688010472544203e-06,1.020847847802298e-05,8.54582449960617e-06
104,151,1.5,1.5289999999999995,48,2,0,5.740675640043363e-06,3.344157308189332e-06,1.6835227640723658e-05,5.126413887523995e-05
105,121,0.5,0.5049999999999999,17,0,0,2.547995819688902e-06,0.0,4.668933716643796e-06,7.164793238700895e-07
105,134,1.0,1.021,30,1,0,3.145380418361577e-06,4.862510053271764e-06,1.0334278575672344e-05,5.818683703751049e-06
105,151,1.5,1.5019999999999998,47,2,0,5.9342650341283925e-06,3.3441573117116482e-06,1.6835318680920862e-05,5.126366480112665e-05
106,122,0.5,0.5009999999999999,17,1,0,2.437169428072877e-06,1.1308460727833467e-06,4.522882747448742e-06,1.0385239761490084e-06
106,135,1.0,1.0299999999999998,30,1,0,3.7340717966721585e-06,3.7512046446865343e-06,1.0527143722112862e-05,7.770863163614194e-06
106,152,1.5,1.5059999999999998,47,2,0,6.070384495209287e-06,6.112395652900812e-06,1.755391480932245e-05,3.0542513854925346e-05
107,123,0.5,0.5560000000000005,17,1,0,2.112218396638067e-06,6.9801516673352e-06,3.538650356050312e-06,4.685298279127892e-05
107,135,1.0,1.001,29,1,0,3.924367717902936e-06,3.7512045878431154e-06,1.0582924824449555e-05,7.525778514150261e-06
107,153,1.5,1.5050000000000003,47,2,0,6.068013030881506e-06,7.77643374538994e-06,1.7952086974117497e-05,1.8650729288083312e-05
108,123,0.5,0.5320000000000005,16,1,0,2.0790051280577866e-06,6.98013623434698e-06,3.402133112235163e-06,4.606803668139037e-05
108,137,1.0,1.0180000000000002,30,1,0,4.471633666016639e-06,2.1351617647276662e-06,1.0469471690962508e-05,1.3249317021291063e-06
108,154,1.5,1.5080000000000005,47,2,0,5.8607394492097685e-06,9.67935883888447e-06,1.7997956068622692e-05,4.909840896516471e-06
109,123,0.5,0.5040000000000004,15,1,0,1.9438483320774187e-06,6.9800801156817085e-06,3.3061469235033384e-06,4.5518815340983565e-05
109,138,1.0,1.0220000000000002,30,1,0,4.865228433460082e-06,1.487679242018431e-06,1.0461154667692667e-05,1.7348562479924112e-06
109,155,1.5,1.5030000000000001,47,2,0,5.764472758263238e-06,8.730554656024204e-06,1.7946058601663124e-05,1.0078431387228193e-05
110,125,0.5,0.548,16,1,0,9.81938129030861e-07,1.3982403565648912e-05,8.629425238428794e-07,5.958182418908109e-05
110,139,1.0,1.0280000000000005,30,1,0,5.0704122926960755e-06,8.171811316516914e-07,1.0411446058464886e-05,2.627700304458358e-06
110,156,1.5,1.5040000000000004,47,2,0,5.657025399287598e-06,7.912157394696267e-06,1.7950219555964042e-05,4.652835514207254e-06
111,125,0.5,0.5189999999999997,15,1,0,8.30756647474398e-07,1.3982375442367433e-05,1.1356093902408758e-06,5.810026078734154e-05
111,140,1.0,1.0219999999999998,30,1,0,5.500683634807089e-06,5.635609738875452e-07,1.0286975738005622e-05,3.494313808971583e-06
111,157,1.5,1.4999999999999996,47,2,0,5.620522390115908e-06,7.089108229368873e-06,1.796072497896579e-05,1.2167312490873883e-06
112,126,0.5,0.5430000000000001,15,1,0,2.0346917048055137e-08,1.4770614832571029e-05,2.783969409899022e-06,4.472950143963317e-05
112,141,1.0,1.0249999999999995,30,1,0,5.685295469959357e-06,3.650438884530277e-07,1.0057593396489788e-05,7.683236425748419e-06
112,158,1.5,1.5090000000000003,47,2,0,5.3806295472939496e-06,6.401506642524421e-06,1.8032691974965327e-05,7.448010791222259e-06
113,126,0.5,0.516,14,1,0,8.028122522391328e-08,1.477060308019418e-05,2.7877444484171073e-06,4.4710672568726295e-05
113,142,1.0,1.0249999999999995,30,1,0,5.890341846281917e-06,2.405272710029505e-07,9.725753887798286e-06,1.1474991687521197e-05
113,159,1.5,1.5059999999999993,47,2,0,5.343994706397834e-06,5.223503491474777e-06,1.804040995984424e-05,3.4362268763743486e-07
114,127,0.5,0.5669999999999993,14,1,0,1.367096388094069e-06,1.3990978814604213e-05,5.7899854791076765e-06,4.13453126384411e-05
114,143,1.0,1.0269999999999992,30,1,0,6.1382364222595285e-06,1.5282134316430818e-07,9.372827377901991e-06,1.1140962001832122e-05
114,160,1.5,1.5019999999999998,47,2,0,5.253782835592433e-06,4.3536119619248895e-06,1.787682334591284e-05,9.20308309559914e-08
115,127,0.5,0.5379999999999994,13,1,0,1.5120727141493304e-06,1.3990975027411432e-05,5.929819583455718e-06,4.068688892289174e-05
115,144,1.0,1.0279999999999996,30,2,0,6.438890182417416e-06,3.351282457889396e-07,9.033462804056332e-06,1.2007975556116435e-06
115,161,1.5,1.505,47,2,0,5.16859736742054e-06,4.816183840471093e-06,1.7780671564782082e-05,2.6168824263095303e-07
116,127,0.5,0.5139999999999993,12,1,0,1.541350584943761e-06,1.3990974409239251e-05,5.975473596131133e-06,4.0473170997756824e-05
116,144,1.0,1.0039999999999996,29,2,0,6.4681679781028915e-06,3.351282457889396e-07,9.039540029830611e-06,1.231541546076187e-06
116,162,1.5,1.5009999999999994,47,2,0,5.050626524429664e-06,4.281962553982059e-06,1.7577190541036838e-05,5.328665949377864e-06
117,128,0.5,0.5069999999999997,12,1,0,2.0279620684959843e-06,1.217677683484918e-05,6.714104292915635e-06,4.751714686790365e-05
117,145,1.0,1.0019999999999998,29,2,0,6.783192515041629e-06,5.331582785026401e-06,9.728533997923134e-06,3.218466275711762e-05
117,163,1.5,1.524,47,2,0,4.895782768121841e-06,3.0412524976578756e-06,1.6603361489557103e-05,1.6124643536841177e-05
118,129,0.5,0.5009999999999994,12,1,0,2.591753471392624e-06,1.3848350576495441e-05,7.563960818910413e-06,5.0651751877239803e-05
118,146,1.0,1.0029999999999992,29,2,0,7.054947669184618e-06,1.3127683119827192e-06,1.0265050266253486e-05,3.06519395394389e-05
118,164,1.5,1.5179999999999998,47,2,0,4.884980709984667e-06,2.649539894516402e-06,1.6164621578799926e-05,1.580814241464168e-05
119,130,0.5,0.5019999999999998,12,1,0,3.0384211413547767e-06,1.535348548031834e-05,8.66684298847884e-06,4.409893270462817e-05
119,147,1.0,1.0059999999999993,29,2,0,7.104890274443219e-06,2.622543599066901e-06,1.0859745342594919e-05,2.9391335601758328e-05
119,165,1.5,1.5119999999999996,47,2,0,4.829856483502414e-06,2.6129045544149583e-06,1.574598137418554e-05,2.0335024551343395e-05
120,131,0.5,0.5,12,1,0,3.8106921635972025e-06,1.6431192520372015e-05,9.858759417578536e-06,4.299827421050395e-05
120,148,1.0,1.0060000000000002,29,2,0,7.46574461756634e-06,2.4033811050329484e-06,1.2164596830990708e-05,5.487307828389021e-05
120,166,1.5,1.508,47,2,0,4.9113360700495375e-06,2.272100693322816e-06,1.506985600666753e-05,2.4266276810180898e-05
121,132,0.5,0.5309999999999997,12,1,0,4.7058279903922135e-06,8.838994915549867e-06,1.0661215017600216e-05,1.2675460951072637e-05
121,149,1.0,1.0,29,2,0,7.891436172932254e-06,7.3082035235513455e-06,1.3713569936518297e-05,6.355218988574052e-05
121,167,1.5,1.5039999999999996,47,2,0,5.014449626076946e-06,1.9250722361584757e-06,1.4320776856976734e-05,2.5847871519601995e-05
122,134,0.5,0.516,13,0,0,5.693248709803815e-06,4.862508944825096e-06,1.086391980789212e-05,3.5283897261706443e-06
122,152,1.0,1.024,31,1,0,8.348254624422763e-06,6.112395649414332e-06,1.7603713033858937e-05,3.0286734215678734e-05
122,170,1.5,1.5100000000000007,49,1,0,5.277869494207618e-06,1.0456972021448975e-06,1.2376982262844365e-05,2.5187193827491683e-05
123,135,0.5,0.5289999999999999,13,0,0,5.452298438513027e-06,3.547698355532878e-06,1.1026981503078891e-05,5.6658486329297375e-06
123,152,1.0,1.005,30,1,0,7.77259315370956e-06,6.112433475405979e-06,1.7613135414380554e-05,3.0239275162102786e-05
123,171,1.5,1.516,49,1,0,4.765820041684637e-06,8.872675823538995e-07,1.175956985841286e-05,2.4520632774027717e-05
124,138,0.5,0.5179999999999998,15,0,0,3.4234361265816915e-06,1.0888057602190594e-06,1.0174023961714123e-05,2.143802824150498e-06
124,156,1.0,1.029,33,1,0,4.10342131488745e-06,7.912196108149715e-06,1.7904269929814313e-05,4.862121812720943e-06
124,174,1.5,1.5099999999999998,51,2,0,2.9942467349368214e-06,3.3683034987469787e-06,9.279765492922053e-06,3.73411967160564e-05
125,139,0.5,0.5300000000000002,15,0,0,3.1201999490804155e-06,5.657852000242808e-07,8.861986175404409e-06,1.814939253108605e-06
125,156,1.0,1.0060000000000002,32,1,0,3.777181771738903e-06,7.912201390764877e-06,1.774072870875933e-05,5.629588628153215e-06
125,175,1.5,1.513,51,2,0,2.9482477989709055e-06,1.1322510596219068e-06,8.26022324500539e-06,3.803799853940859e-05
126,140,0.5,0.5030000000000001,15,0,0,3.0318331027956447e-06,3.8753776721039577e-07,8.287501971952993e-06,2.532576644398432e-06
126,158,1.0,1.0150000000000006,33,1,0,3.0479145269907825e-06,6.401521884549007e-06,1.7809015166881475e-05,8.473612922443863e-06
126,176,1.5,1.5,51,2,0,2.79814803198828e-06,5.3452040194026155e-06,6.881011558601106e-06,3.702897102542124e-05
127,142,0.5,0.5089999999999995,16,0,0,2.8313103470623012e-06,1.655053552183367e-07,7.700490250611102e-06,5.090346725467043e-06
127,160,1.0,1.013,34,1,0,2.5046885970666297e-06,4.3536188082847654e-06,1.7658536967347573e-05,1.0802982046698162e-06
127,179,1.5,1.5229999999999997,53,2,0,2.476253247084139e-06,8.570863989823088e-06,4.68131925457329e-06,2.6597315816445644e-05
128,145,0.5,0.516,18,1,0,3.08455643071433e-06,5.315509269577124e-06,6.994952843620665e-06,4.572678568592892e-05
128,163,1.0,1.0380000000000003,36,1,0,2.302722595997251e-06,3.041253419311604e-06,1.6329607967568856e-05,1.4934409406919258e-05
128,182,1.5,1.524,55,2,0,2.3524291240542392e-06,2.0610922586974267e-06,3.032809061845303e-06,1.776249272467112e-05
129,146,0.5,0.524,18,1,0,3.201834608560844e-06,1.302164548014821e-06,7.373331220744403e-06,4.531658578343922e-05
129,163,1.0,1.0170000000000003,35,1,0,2.2933176825016575e-06,3.0412534442211655e-06,1.6268272649869703e-05,1.4671979002400803e-05
129,182,1.5,1.5030000000000001,54,2,0,2.352689097213911e-06,2.0610922586974267e-06,3.0275743268394883e-06,1.7724725362100457e-05
130,146,0.5,0.5019999999999998,17,1,0,2.929370544287032e-06,1.3013612923558016e-06,6.892968586759474e-06,4.765352292679381e-05
130,164,1.0,1.0170000000000003,35,1,0,2.3597080198645445e-06,2.649540551211717e-06,1.5804538591870403e-05,1.4255195488033223e-05
130,183,1.5,1.5060000000000002,54,2,0,2.3410235020327654e-06,1.705483850682471e-06,2.632269826478563e-06,1.5702191230815288e-05
131,147,0.5,0.5039999999999996,17,1,0,2.823060258610419e-06,2.6272062816448795e-06,7.590533131941043e-06,4.579903588819434e-05
131,165,1.0,1.0099999999999998,35,1,0,2.4451648999540252e-06,2.6129050423657796e-06,1.5376281204121268e-05,1.8745078520510106e-05
131,184,1.5,1.508,54,2,0,2.3284249225088284e-06,1.5552578801413715e-06,2.266806307916626e-06,1.3432472999674872e-05
132,148,0.5,0.5060000000000002,17,1,0,2.661560557754748e-06,2.3984580525110026e-06,8.844675128717451e-06,7.124029554006484e-05
132,166,1.0,1.008,35,1,0,2.5433774206158886e-06,2.2721010293662618e-06,1.4678099707664809e-05,2.2593043304652838e-05
132,185,1.5,1.5019999999999998,54,2,0,2.3883664385234095e-06,1.1816244795031664e-06,1.9853483374901896e-06,1.1715091400077426e-05
133,151,0.5,0.5339999999999998,19,1,0,2.7864127207307024e-06,3.3447308786020324e-06,1.4602500238330229e-05,6.184443975598697e-05
133,169,1.0,1.0190000000000001,37,1,0,2.91517171716766e-06,1.2064998446939128e-06,1.279796025148294e-05,2.322527093667759e-05
133,187,1.5,1.5020000000000007,55,2,0,2.405975349879285e-06,6.432940953848726e-07,1.404131993888925e-06,8.367313560242451e-06
134,151,0.5,0.5059999999999993,18,1,0,2.6279514597816436e-06,3.3447897753242014e-06,1.4525163142917635e-05,6.218047005290828e-05
134,170,1.0,1.0190000000000001,37,1,0,3.0887605558135245e-06,1.04569725612765e-06,1.209581354478288e-05,2.400280738612537e-05
134,189,1.5,1.5229999999999997,56,2,0,2.450422643736977e-06,3.0535659649884435e-07,1.0541605246249603e-06,6.703791056494879e-06
135,152,0.5,0.508,18,1,0,2.4590771276735877e-06,6.112970655834593e-06,1.5371161147195047e-05,4.0723174947743246e-05
135,171,1.0,1.0190000000000001,37,1,0,3.1632115000276843e-06,8.872676143350555e-07,1.1486919378232583e-05,2.337672313501571e-05
135,190,1.5,1.524,56,2,0,2.4731310849016007e-06,1.6976824843596994e-07,9.027409063497823e-07,5.755248448036099e-06
136,153,0.5,0.5040000000000004,18,1,0,2.0535838132298053e-06,7.77689417094203e-06,1.5733423221192375e-05,2.878728065525138e-05
136,172,1.0,1.013,37,1,0,3.3690824001774413e-06,6.401394253197943e-07,1.0871565683235297e-05,2.1774332697788168e-05
137,154,0.5,0.5120000000000005,18,1,0,1.726383799363176e-06,9.679663153107695e-06,1.604166029159261e-05,1.378874162583088e-05
137,173,1.0,1.0190000000000001,37,2,0,3.505857942721011e-06,7.738990755023398e-07,1.0062245555655709e-05,3.24286661346207e-05
138,155,0.5,0.5129999999999999,18,1,0,1.491898670798453e-06,8.730768420975346e-06,1.6063804432840207e-05,1.8515567774102237e-05
138,174,1.0,1.024,37,2,0,3.655399414286851e-06,3.3683034902585934e-06,9.055486465892595e-06,3.6105289151322495e-05
139,156,0.5,0.5110000000000001,18,1,0,1.3814923109825138e-06,7.912304632982747e-06,1.61077895703076e-05,1.2747205516916438e-05
139,175,1.0,1.0179999999999998,37,2,0,3.8945032353582896e-06,1.1322510722232126e-06,8.060037454021205e-06,3.685043929380072e-05
140,157,0.5,0.5009999999999994,18,1,0,1.3822488179463948e-06,7.089201237664328e-06,1.619886874838799e-05,8.867443455073953e-06
140,176,1.0,1.0199999999999996,37,2,0,3.7551780527278415e-06,5.3452040194026155e-06,6.713426631212984e-06,3.596657832360961e-05
141,158,0.5,0.5120000000000005,18,1,0,1.6151271615880685e-06,6.401556981678143e-06,1.642398110618843e-05,1.4323237820690338e-05
141,177,1.0,1.016,37,2,0,3.8926813213022395e-06,7.737325904741581e-06,6.054699712024579e-06,3.3034153734234906e-05
142,159,0.5,0.508,18,1,0,1.7093942629430361e-06,5.223536920924092e-06,1.6559845471183005e-05,6.635905705820733e-06
142,178,1.0,1.0130000000000008,37,2,0,3.8002526450565915e-06,8.113411527105777e-06,5.3026207140471e-06,2.9969854196565393e-05
143,160,0.5,0.5040000000000004,18,1,0,2.0391332651152485e-06,4.353634576851987e-06,1.652610047301249e-05,5.8164274179262065e-06
143,179,1.0,1.0140000000000002,37,2,0,3.6703327911959957e-06,8.570863989823088e-06,4.568556123341056e-06,2.5819603511223477e-05
