transition_sequence,end_simulation_time_s,dt_s,collision_this_step,perturbation_phase,position_error_cm,planar_position_error_cm,velocity_error_cm_s,planar_velocity_error_cm_s,yaw_error_deg,angular_velocity_yaw_error_deg_s,spring_velocity_error_cm_s,spring_acceleration_error_cm_s2,intermediate_velocity_error_cm_s
120,4.224,0.03200000000000003,False,no_event,2.1283506157487864e-07,2.1283506157487864e-07,1.9956875362637658e-09,1.9956875362637658e-09,1.1757101035535797e-07,5.328547217686719e-06,1.995459804273606e-09,3.6228257392195675e-08,0.0
121,4.292,0.06799999999999962,False,no_event,5.173683632619941e-07,5.173683632619941e-07,0.0,0.0,1.1998365191452893e-07,3.2156838152275213e-06,0.0,2.935660274565415e-09,0.0
122,4.311,0.019000000000000128,False,no_event,1.5165576883191534e-07,1.5165576883191534e-07,1.1300906521683154e-06,1.1300906521683154e-06,3.812158040437624,200.63988257327725,1.1300904816380353e-06,2.9057993657488623e-05,4.3216572294113575e-06
123,4.3950000000000005,0.08400000000000052,False,no_event,2.9346509222705208e-08,2.9346509222705208e-08,5.027871750940038e-06,5.027871750940038e-06,7.813858247010437e-07,3.2795570518828754e-05,5.0278717225182845e-06,0.00010149979368634376,1.001068102368663e-05
124,4.418,0.022999999999999687,False,no_event,8.018812991394952e-08,8.018812991394952e-08,9.177619375584299e-07,9.177619375584299e-07,0.8379641746204812,36.433266704391144,9.177619944011894e-07,1.0277550359205634e-05,1.3400056690926476e-06
125,4.468,0.04999999999999982,False,no_event,1.2990662412448728e-07,1.2990662412448728e-07,2.850390735886779e-06,2.850390735886779e-06,0.3242857018776088,6.485717087279966,2.850390771413913e-06,2.189657823237212e-05,3.7252912221674706e-07
126,4.517,0.04900000000000038,False,no_event,1.1267754018717824e-07,1.1267754018717824e-07,1.6259349706616452e-06,1.6259349706616452e-06,0.033086990449243105,0.6752585246622402,1.6259348427638542e-06,5.66414973945939e-06,1.2218950331543965e-06
127,4.595,0.0779999999999994,False,no_event,1.2403125992932473e-07,1.2403125992932473e-07,3.607678067400322e-07,3.607678067400322e-07,1.846197161843352e-06,2.6568970355356214e-05,3.6076783516136857e-07,1.607770929012986e-05,8.046630028957225e-07
128,4.616,0.020999999999999908,False,no_event,7.111550814897782e-08,7.111550814897782e-08,1.8342664702689807e-06,1.8342664702689807e-06,8.653602288451033e-08,1.7860459905705284e-05,1.8342661860515364e-06,3.411691852761578e-05,7.897615859064899e-07
129,4.638,0.02200000000000024,False,no_event,1.6111026468479395e-07,1.6111026468479395e-07,1.0511578665276916e-06,1.0511578665276916e-06,6.643822507452962e-08,1.6188990997534347e-05,1.0511576817862078e-06,2.6903426260105334e-06,8.717178161532502e-07
130,4.663,0.025000000000000355,False,no_event,5.8164303595731326e-08,5.8164303595731326e-08,9.820216746464938e-07,9.820216746464938e-07,2.032186915951168e-07,9.286461335022977e-06,9.820216178013652e-07,3.7297875223885057e-06,1.8626434439283912e-07
131,4.692,0.028999999999999915,False,no_event,1.827733200343573e-07,1.827733200343573e-07,2.648075920320089e-06,2.648075920320089e-06,3.4729153388936356e-07,1.6071481695689727e-05,2.6480760624281174e-06,2.309885655904509e-05,0.0
132,4.755,0.06299999999999972,False,no_event,1.4975925921589806e-07,1.4975925921589806e-07,3.855951149490445e-07,3.855951149490445e-07,1.1031837879299798e-07,2.723504820778544e-06,3.8559514337066503e-07,2.3144330896229803e-06,0.0
133,4.783,0.02800000000000047,False,no_event,1.2853944042490184e-07,1.2853944042490184e-07,5.986751716591244e-07,5.986751716591244e-07,2.084286182744162e-08,3.1235622657277418e-06,5.986750011288677e-07,8.106586079748013e-06,0.0
134,4.808,0.024999999999999467,False,no_event,5.404089620242303e-08,5.404089620242303e-08,1.8343374108588693e-07,1.8343374108588693e-07,1.0080521251855334e-07,4.854084934891034e-06,1.8343351371186145e-07,2.3997534981390345e-06,0.0
135,4.84,0.03200000000000003,False,no_event,2.3007355309800914e-07,2.3007355309800914e-07,7.463806639418481e-07,7.463806639418481e-07,2.461151379172647e-07,1.0821149629691718e-05,7.463808344709832e-07,1.1738060109678372e-05,0.0
136,4.859,0.019000000000000128,False,no_event,1.7390569695407976e-07,1.7390569695407976e-07,1.3950693756093986e-07,1.3950693756093986e-07,8.710943872692202e-08,2.9952499858154624e-07,1.39506965979308e-07,2.1298480206155546e-06,0.0
137,4.881,0.02200000000000024,False,no_event,2.4191464120804085e-07,2.4191464120804085e-07,7.647867052779309e-08,7.647867052779309e-08,1.7409491215457933e-08,5.527272620042822e-06,7.647878419447807e-08,1.1489550573173801e-06,0.0
138,4.913,0.03200000000000003,False,no_event,2.1794523519247377e-07,2.1794523519247377e-07,2.2218702611220975e-07,2.2218702611220975e-07,1.7953951288049584e-07,7.966098777956176e-06,2.221869692675682e-07,3.702837599206532e-06,0.0
139,4.948,0.03500000000000014,False,no_event,2.039996616076678e-08,2.039996616076678e-08,1.0192877704323038e-08,1.0192877704323038e-08,1.4064326290344335e-07,4.0099466005472095e-06,1.019290607473522e-08,2.1477414513526583e-07,0.0
140,4.971,0.022999999999999687,False,no_event,2.663729503638024e-07,2.663729503638024e-07,1.0603116649121419e-08,1.0603116649121419e-08,1.2857786688596768e-08,4.0536442398320105e-06,1.060311660694424e-08,1.638520785718356e-07,0.0
141,4.999,0.02799999999999958,False,no_event,1.21213780346352e-07,1.21213780346352e-07,1.662854745838893e-08,1.662854745838893e-08,4.425551005975596e-09,1.2488930352105854e-06,1.662846216277103e-08,2.8113182004574355e-07,0.0
142,5.026,0.027000000000000135,False,no_event,9.825073021829667e-08,9.825073021829667e-08,1.2086047799080705e-08,1.2086047799080705e-08,1.5481388078679844e-08,2.620813006615208e-07,1.2085905609637848e-08,2.082052228402631e-07,0.0
143,5.055,0.028999999999999915,False,no_event,1.4407257253878925e-07,1.4407257253878925e-07,8.167631947384683e-09,8.167631947384683e-09,6.955539766230094e-08,3.443217000409504e-06,8.16757506072463e-09,1.4219357247213793e-07,0.0
144,5.085,0.03000000000000025,False,no_event,1.5340068449922373e-07,1.5340068449922373e-07,3.9290244321875425e-07,3.9290244321875425e-07,6.5407589668332005,218.02528807323665,3.9290297318775657e-07,2.2063752617338502e-05,4.42804343530763e-06
145,5.111,0.0259999999999998,False,no_event,1.8944708203551884e-07,1.8944708203551884e-07,4.932682479165836e-06,4.932682479165836e-06,0.4779422913194461,18.382401657503408,4.932683276524869e-06,1.2132391788194708e-05,7.408028085402952e-06
146,5.14,0.028999999999999915,False,no_event,8.726709256478702e-08,8.726709256478702e-08,5.067208782892409e-06,5.067208782892409e-06,1.2505726578054701,43.1232073626046,5.067207887141726e-06,1.399357898191153e-05,2.7221638472301907e-06
147,5.167,0.027000000000000135,False,no_event,8.695377217702118e-08,8.695377217702118e-08,4.535171184477465e-06,4.535171184477465e-06,0.4694984731025686,17.38883983909477,4.53517144662375e-06,3.072666719922527e-05,5.783308028271202e-07
148,5.198,0.031000000000000583,False,no_event,1.6644860973117554e-07,1.6644860973117554e-07,2.47081142644658e-06,2.47081142644658e-06,0.20456193590445534,6.598785162136551,2.47081092709247e-06,4.664321165662073e-05,5.483214393618112e-07
149,5.224,0.0259999999999998,False,no_event,1.4607662553010173e-07,1.4607662553010173e-07,4.855639945613973e-06,4.855639945613973e-06,0.046514063066485006,1.7890067098325062,4.855640784862984e-06,5.548053915054429e-05,2.4922532126461086e-06
150,5.253,0.028999999999999915,False,no_event,1.403550579291127e-07,1.403550579291127e-07,4.467676998462955e-06,4.467676998462955e-06,7.067448982141447e-07,3.234951145714149e-05,4.467677141996876e-06,3.2141863697651115e-05,1.1829291311550266e-06
151,5.289,0.03599999999999959,False,no_event,2.4551091441398445e-07,2.4551091441398445e-07,4.798279932019845e-06,4.798279932019845e-06,3.6142602067153725e-08,1.4192688695402467e-05,4.798279838162561e-06,3.0641493853679387e-05,6.0420171094225145e-06
152,5.316,0.027000000000000135,False,no_event,1.2880191513339485e-07,1.2880191513339485e-07,3.4464713295282843e-06,3.4464713295282843e-06,6.361725118313365e-08,1.7588401419743604e-06,3.446471076540114e-06,2.906034654606687e-05,3.8612688727933957e-07
153,5.344,0.02800000000000047,False,no_event,1.3912860599398432e-07,1.3912860599398432e-07,2.8906895700033464e-06,2.8906895700033464e-06,5.2420680926884e-08,6.529791363618642e-06,2.890689292817607e-06,1.872923659741309e-05,2.6702636293853477e-06
154,5.371,0.027000000000000135,False,no_event,1.4504447191025173e-07,1.4504447191025173e-07,3.1864432601754573e-06,3.1864432601754573e-06,5.052898878009931e-08,1.411245506233172e-06,3.18644348306042e-06,2.5884553657544315e-05,3.706664399766135e-07
155,5.394,0.022999999999999687,False,no_event,2.1416624963513293e-07,2.1416624963513293e-07,5.917879781152149e-07,5.917879781152149e-07,7.006591485533201e-08,1.5433683358878625e-05,5.91788616649218e-07,8.446480153512368e-06,1.1339476398589246e-06
156,5.424,0.03000000000000025,False,no_event,1.6123195390375545e-07,1.6123195390375545e-07,8.529855411181395e-07,8.529855411181395e-07,1.2656648410541016e-07,8.882446621782947e-06,8.529856630923502e-07,7.84763711187196e-06,3.461753850017829e-07
157,5.449,0.024999999999999467,False,no_event,5.727203333846232e-08,5.727203333846232e-08,5.526130993184864e-07,5.526130993184864e-07,1.6469466829354538e-07,7.539683934965069e-06,5.526132889900721e-07,7.0316088123498355e-06,4.3018261595832245e-07
158,5.4830000000000005,0.034000000000000696,False,no_event,2.6712229723366917e-07,2.6712229723366917e-07,1.095933082636303e-06,1.095933082636303e-06,4.793628965930133e-07,1.9480490664136596e-05,1.095933183502443e-06,1.2930482011096418e-05,1.3638614983490137e-07
159,5.507,0.023999999999999133,False,no_event,2.9712742400640536e-08,2.9712742400640536e-08,1.0613617702588424e-07,1.0613617702588424e-07,9.84346560589275e-08,4.125790752596004e-06,1.061363710231408e-07,2.2891376645962808e-06,3.5658679247085466e-07
160,5.53,0.023000000000000576,False,no_event,2.623118005443881e-07,2.623118005443881e-07,1.927276516800943e-07,1.927276516800943e-07,4.274105714263029e-08,9.064840256201023e-06,1.9272779919966474e-07,3.1493532944260047e-06,4.1567731170854096e-07
161,5.562,0.03200000000000003,False,no_event,2.3082926850877916e-07,2.3082926850877916e-07,1.5792849374531374e-06,1.5792849374531374e-06,2.89740287483592e-07,1.2388821559738972e-05,1.5792850589484328e-06,1.1246317290858669e-05,1.2057055396504423e-06
162,5.582,0.019999999999999574,False,no_event,1.9829103529904104e-07,1.9829103529904104e-07,1.6288734441796205e-07,1.6288734441796205e-07,4.7474180508522136e-08,2.502808783333421e-06,1.6288790778442604e-07,2.5256135131000043e-06,2.607231668533665e-07
163,5.633,0.051000000000000156,False,no_event,3.924696767352414e-07,3.924696767352414e-07,2.0313034431769188e-07,2.0313034431769188e-07,6.845360263176708e-08,4.319587773693456e-06,2.0312992346700093e-07,4.3958991441127214e-06,2.864332302293248e-07
164,5.655,0.02200000000000024,False,no_event,2.4585368898810393e-07,2.4585368898810393e-07,1.5040268552461395e-07,1.5040268552461395e-07,2.3663428607838373e-08,5.223388058084311e-06,1.5040385053023417e-07,1.525317586440344e-06,4.075831571121957e-07
165,5.673,0.017999999999999794,False,no_event,1.5414799272962736e-07,1.5414799272962736e-07,3.0929949396856445e-07,3.0929949396856445e-07,6.274852719965742e-08,5.443665784810037e-07,3.093004683926763e-07,4.620319450141531e-06,1.9384860755190407e-07
166,5.7,0.027000000000000135,False,no_event,9.951053680648661e-08,9.951053680648661e-08,2.0191501031728743e-07,2.0191501031728743e-07,1.1323868776820544e-08,3.8486723497044295e-07,2.019154457455714e-07,2.0819910675979134e-06,1.346488185333032e-08
167,5.728,0.02799999999999958,False,no_event,1.2242023942114515e-07,1.2242023942114515e-07,1.5697966060370418e-07,1.5697966060370418e-07,1.475706127774207e-08,1.4615018741892527e-06,1.5698031666246373e-07,3.525467265479384e-07,1.743897791422354e-07
168,5.748,0.020000000000000462,False,no_event,2.0006981102903774e-07,2.0006981102903774e-07,4.8116400210793474e-08,4.8116400210793474e-08,2.3277614602758123e-08,1.318453179521839e-06,4.811631227785325e-08,7.51639563013483e-07,7.684445297688615e-08
169,5.774,0.0259999999999998,False,no_event,7.57373764023348e-08,7.57373764023348e-08,1.3900885521316463e-07,1.3900885521316463e-07,7.764054577364336e-08,3.3492632240950115e-06,1.3900867217548408e-07,1.5386008254788537e-06,6.52262938034301e-08
170,5.8020000000000005,0.02800000000000047,False,no_event,1.222858896749381e-07,1.222858896749381e-07,9.303261246285527e-08,9.303261246285527e-08,1.2120763113370591e-08,1.1013425122996523e-06,9.30329536689899e-08,2.0024927180880512e-07,1.008611123655991e-07
171,5.827,0.024999999999999467,False,no_event,5.2697005476225485e-08,5.2697005476225485e-08,2.873247456675022e-08,2.873247456675022e-08,3.8262479929005334e-08,1.7520930803982537e-06,2.8731038298051912e-08,4.1848814578312064e-07,2.6517721545408935e-08
172,5.853,0.0259999999999998,False,no_event,7.583425566501553e-08,7.583425566501553e-08,7.879989089702028e-08,7.879989089702028e-08,5.84185709451879e-08,2.47489121463218e-06,7.879899643572979e-08,8.806186564816278e-07,3.637661277376919e-08
173,5.878,0.025000000000000355,False,no_event,0.03941581531710174,0.03941581531710174,1.5766346861596763,1.5766346861596763,0.11080628659866232,4.432251390838399,1.5766346861587266,106.15577388380281,17.500000372528913
174,5.905,0.027000000000000135,False,no_event,1.8364095829288473e-08,1.8364095829288473e-08,2.7357500396530733e-06,2.7357500396530733e-06,5.6393015612969774e-08,2.6244179629486553e-06,2.7357494012257155e-06,7.226098346559193e-06,7.003544483993673e-07
175,5.931,0.0259999999999998,False,no_event,1.7038619839085468e-07,1.7038619839085468e-07,4.084939715605513e-06,4.084939715605513e-06,3.6541494513084154e-08,1.7616654233165718e-06,4.0849412799554015e-06,5.3271894206324654e-05,5.36442014699241e-07
176,5.968,0.03699999999999992,False,no_event,1.5112724320041454e-07,1.5112724320041454e-07,5.303127720033766e-06,5.303127720033766e-06,2.128735070528551e-08,5.98745046431759e-07,5.303127283070037e-06,3.751412602654283e-05,4.768372353342921e-07
177,5.987,0.019000000000000128,False,no_event,4.8063333414658205e-08,4.8063333414658205e-08,2.758768698065619e-06,2.758768698065619e-06,8.63240707205376e-09,1.5399027901707996e-06,2.758768332954826e-06,5.98207705094406e-06,1.251697409277748e-06
178,6.0120000000000005,0.025000000000000355,False,no_event,1.4855343836556908e-08,1.4855343836556908e-08,1.5109986971216126e-06,1.5109986971216126e-06,2.7677797504594364e-08,1.095626476654843e-06,1.5109981656374184e-06,9.172702180652085e-06,8.881784197001252e-16
179,6.04,0.02799999999999958,False,no_event,2.9129360957886447e-08,2.9129360957886447e-08,2.378455653132144e-06,2.378455653132144e-06,3.706089181478587e-08,1.7101078206849252e-06,2.37845624108841e-06,2.5344443808610576e-05,0.0
180,6.066,0.0259999999999998,False,no_event,7.293579905229695e-08,7.293579905229695e-08,2.179911756578071e-06,2.179911756578071e-06,2.4307274653116393e-08,9.731942895996326e-07,2.1799118881197196e-06,3.409886547385394e-05,0.0
181,6.0920000000000005,0.02600000000000069,False,no_event,4.9714858765269155e-08,4.9714858765269155e-08,1.4847253038286023e-06,1.4847253038286023e-06,2.1478870985984518e-08,8.368330757235753e-07,1.4847242520368002e-06,2.404640150416248e-05,0.0
182,6.119,0.026999999999999247,False,no_event,1.502073011432775e-08,1.502073011432775e-08,9.117524107087642e-07,9.117524107087642e-07,2.590811143539061e-08,1.0060607795736587e-06,9.117513768434146e-07,1.3116065025855009e-05,0.0
183,6.144,0.025000000000000355,False,no_event,2.4159289265447528e-09,2.4159289265447528e-09,2.3414329380991055e-07,2.3414329380991055e-07,1.5148778392311116e-08,5.142323615814348e-07,2.3414193764014577e-07,3.180316980849952e-06,0.0
184,6.171,0.027000000000000135,False,no_event,6.590953283512386e-09,6.590953283512386e-09,3.9855527790031075e-07,3.9855527790031075e-07,1.9803761890788763e-08,7.253388636385694e-07,3.985543042739802e-07,6.161446158430738e-06,0.0
185,6.194,0.022999999999999687,False,no_event,5.788330290973013e-09,5.788330290973013e-09,8.581027178218269e-08,8.581027178218269e-08,6.877682332071612e-09,6.143916548850825e-07,8.580970294393662e-08,1.169026924461751e-06,0.0
186,6.223,0.028999999999999915,False,no_event,2.9322352326092786e-09,2.9322352326092786e-09,1.8965296802909632e-07,1.8965296802909632e-07,1.2373477266140956e-08,4.3905479074624054e-07,1.896543179223923e-07,3.0717308458815903e-06,0.0
187,6.257000000000001,0.034000000000000696,False,no_event,8.740564609136664e-10,8.740564609136664e-10,1.015127063548669e-07,1.015127063548669e-07,1.3048670858359482e-08,4.660579460136205e-07,1.0151366717199643e-07,1.6588508476415665e-06,0.0
188,6.281,0.023999999999999133,False,no_event,2.6167304649298113e-11,2.6167304649298113e-11,9.08736190503053e-09,9.08736190503053e-09,2.4271957773933424e-09,5.961362958828431e-08,9.086193325182713e-09,1.2429129549989404e-07,0.0
189,6.306,0.025000000000000355,False,no_event,1.5984670135983184e-10,1.5984670135983184e-10,1.5244614058037852e-08,1.5244614058037852e-08,3.907425926146463e-09,1.7827060494468583e-07,1.5243288694703742e-08,2.460057206298961e-07,0.0
190,6.332,0.0259999999999998,False,no_event,8.919123435625667e-10,8.919123435625667e-10,2.6560611952145058e-08,2.6560611952145058e-08,3.748576303135449e-09,1.7740875302152403e-07,2.6560660636754367e-08,4.847063358352425e-07,0.0
